Station,Habitat,Trap code,Coord.,Longitude,Latitude,Alt.,Date,Period,Fraction,Number,Dry weights (g),Comments,Status
VB85SE5,REG,VB85SE51,N33.01084 W3.13399,33.01084,3.13399,1624,4/30/2015,April,Messor,0,0,,WT
VB85SE5,REG,VB85SE51,N33.01084 W3.13399,33.01084,3.13399,1624,4/30/2015,April,Other,,5.91835,,WT
VB85SE5,REG,VB85SE51,N33.01084 W3.13399,33.01084,3.13399,1624,4/30/2015,April,Tenebrionidae Diet,1,1.09525,,WT
VB85SE5,REG,VB85SE51,N33.01084 W3.13399,33.01084,3.13399,1624,4/30/2015,April,Tenebrionidae Other,0,0,,WT
VB85SE5,REG,VB85SE52,N33.01053 W3.13369,33.01053,3.13369,1623,4/30/2015,April,Messor,0,0,,WT
VB85SE5,REG,VB85SE52,N33.01053 W3.13369,33.01053,3.13369,1623,4/30/2015,April,Other,,5.176,,WT
VB85SE5,REG,VB85SE52,N33.01053 W3.13369,33.01053,3.13369,1623,4/30/2015,April,Tenebrionidae Diet,1,1.2349,,WT
VB85SE5,REG,VB85SE52,N33.01053 W3.13369,33.01053,3.13369,1623,4/30/2015,April,Tenebrionidae Other,0,0,,WT
VB85SE5,REG,VB85SE53,N33.01022 W3.13411,33.01022,3.13411,1625,4/30/2015,April,Messor,0,0,,WT
VB85SE5,REG,VB85SE53,N33.01022 W3.13411,33.01022,3.13411,1625,4/30/2015,April,Other,,6.44667,,WT
VB85SE5,REG,VB85SE53,N33.01022 W3.13411,33.01022,3.13411,1625,4/30/2015,April,Tenebrionidae Diet,2,1.5692,,WT
VB85SE5,REG,VB85SE53,N33.01022 W3.13411,33.01022,3.13411,1625,4/30/2015,April,Tenebrionidae Other,0,0,,WT
VB85SE5,REG,VB85SE54,N33.01048 W3.13434,33.01048,3.13434,1627,4/30/2015,April,Messor,0,0,,BP
VB85SE5,REG,VB85SE54,N33.01048 W3.13434,33.01048,3.13434,1627,4/30/2015,April,Other,,2.43435,,BP
VB85SE5,REG,VB85SE54,N33.01048 W3.13434,33.01048,3.13434,1627,4/30/2015,April,Tenebrionidae Diet,1,0.22266,,BP
VB85SE5,REG,VB85SE54,N33.01048 W3.13434,33.01048,3.13434,1627,4/30/2015,April,Tenebrionidae Other,0,0,,BP
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,5/1/2015,April,Messor,0,0,,WT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,5/1/2015,April,Other,,0.61836,,WT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,5/1/2015,April,Tenebrionidae Diet,1,0.56608,,WT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,5/1/2015,April,Messor,0,0,,WT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,5/1/2015,April,Other,,0.12266,,WT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,5/1/2015,April,Messor,0,0,,WT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,5/1/2015,April,Other,,0.47512,,WT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,5/1/2015,April,Messor,0,0,,WT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,5/1/2015,April,Other,,0.06261,,WT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,5/1/2015,April,Messor,0,0,,WT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,5/1/2015,April,Other,,1.07609,,WT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,5/1/2015,April,Tenebrionidae Diet,1,0.0081,,WT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,5/1/2015,April,Messor,0,0,,WT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,5/1/2015,April,Other,,0.13533,,WT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,5/1/2015,April,Tenebrionidae Diet,1,0.60493,,WT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,5/1/2015,April,Messor,0,0,,WT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,5/1/2015,April,Other,,0.1193,,WT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,5/1/2015,April,Messor,0,0,,WT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,5/1/2015,April,Other,,0.18632,,WT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,5/1/2015,April,Messor,0,0,,WT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,5/1/2015,April,Other,,0.35371,,WT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,5/1/2015,April,Messor,0,0,,WT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,5/1/2015,April,Other,,0.8202,,WT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,32.72454,3.97339,1310,5/1/2015,April,Messor,0,0,,WT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,32.72454,3.97339,1310,5/1/2015,April,Other,,0.05252,,WT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,32.72454,3.97339,1310,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,32.72454,3.97339,1310,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,32.72474,3.97383,1311,5/1/2015,April,Messor,0,0,,WT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,32.72474,3.97383,1311,5/1/2015,April,Other,,0.22648,,WT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,32.72474,3.97383,1311,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,32.72474,3.97383,1311,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,32.72484,4.00028,1308,5/1/2015,April,Messor,0,0,,WT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,32.72484,4.00028,1308,5/1/2015,April,Other,,0.14031,,WT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,32.72484,4.00028,1308,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,32.72484,4.00028,1308,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE4,ALF,VB02SE42,N32.72478 W3.99975,32.72478,3.99975,1309,5/1/2015,April,Messor,0,0,,WT
VB02SE4,ALF,VB02SE42,N32.72478 W3.99975,32.72478,3.99975,1309,5/1/2015,April,Other,,0.0278,,WT
VB02SE4,ALF,VB02SE42,N32.72478 W3.99975,32.72478,3.99975,1309,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE4,ALF,VB02SE42,N32.72478 W3.99975,32.72478,3.99975,1309,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,32.72429,3.9998,1307,5/1/2015,April,Messor,0,0,,WT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,32.72429,3.9998,1307,5/1/2015,April,Other,,0.07139,,WT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,32.72429,3.9998,1307,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,32.72429,3.9998,1307,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,32.72434,4.00026,1305,5/1/2015,April,Messor,0,0,,WT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,32.72434,4.00026,1305,5/1/2015,April,Other,,0.47411,,WT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,32.72434,4.00026,1305,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,32.72434,4.00026,1305,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,32.7364,3.98738,1271,5/1/2015,April,Messor,0,0,,WT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,32.7364,3.98738,1271,5/1/2015,April,Other,,0.15697,,WT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,32.7364,3.98738,1271,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,32.7364,3.98738,1271,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,32.73637,3.98682,1271,5/1/2015,April,Messor,0,0,,WT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,32.73637,3.98682,1271,5/1/2015,April,Other,,0.08282,,WT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,32.73637,3.98682,1271,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,32.73637,3.98682,1271,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,32.7359,3.98689,1271,5/1/2015,April,Messor,0,0,,WT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,32.7359,3.98689,1271,5/1/2015,April,Other,,1.37451,,WT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,32.7359,3.98689,1271,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,32.7359,3.98689,1271,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,32.73597,3.98743,1269,5/1/2015,April,Messor,0,0,,WT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,32.73597,3.98743,1269,5/1/2015,April,Other,,1.45666,,WT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,32.73597,3.98743,1269,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,32.73597,3.98743,1269,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW1,REG,VB84NW11,N32.97675 W3.20088,32.97675,3.20088,1678,5/1/2015,April,Messor,0,0,,WT
VB84NW1,REG,VB84NW11,N32.97675 W3.20088,32.97675,3.20088,1678,5/1/2015,April,Other,,3.03952,,WT
VB84NW1,REG,VB84NW11,N32.97675 W3.20088,32.97675,3.20088,1678,5/1/2015,April,Tenebrionidae Diet,1,0.01711,,WT
VB84NW1,REG,VB84NW11,N32.97675 W3.20088,32.97675,3.20088,1678,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW1,REG,VB84NW12,N32.97648 W3.20057,32.97648,3.20057,1679,5/1/2015,April,Messor,0,0,,WT
VB84NW1,REG,VB84NW12,N32.97648 W3.20057,32.97648,3.20057,1679,5/1/2015,April,Other,,7.01531,,WT
VB84NW1,REG,VB84NW12,N32.97648 W3.20057,32.97648,3.20057,1679,5/1/2015,April,Tenebrionidae Diet,1,0.01123,,WT
VB84NW1,REG,VB84NW12,N32.97648 W3.20057,32.97648,3.20057,1679,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW1,REG,VB84NW13,N32.97615 W3.20109,32.97615,3.20109,1680,5/1/2015,April,Messor,0,0,,WT
VB84NW1,REG,VB84NW13,N32.97615 W3.20109,32.97615,3.20109,1680,5/1/2015,April,Other,,6.17973,,WT
VB84NW1,REG,VB84NW13,N32.97615 W3.20109,32.97615,3.20109,1680,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB84NW1,REG,VB84NW13,N32.97615 W3.20109,32.97615,3.20109,1680,5/1/2015,April,Tenebrionidae Other,1,0.0038,,WT
VB84NW1,REG,VB84NW14,N32.97652 W3.20148,32.97652,3.20148,1678,5/1/2015,April,Messor,,,Jar disappeared,NWT
VB84NW1,REG,VB84NW14,N32.97652 W3.20148,32.97652,3.20148,1678,5/1/2015,April,Other,,,Jar disappeared,NWT
VB84NW1,REG,VB84NW14,N32.97652 W3.20148,32.97652,3.20148,1678,5/1/2015,April,Tenebrionidae Diet,,,Jar disappeared,NWT
VB84NW1,REG,VB84NW14,N32.97652 W3.20148,32.97652,3.20148,1678,5/1/2015,April,Tenebrionidae Other,,,Jar disappeared,NWT
VB84NW2,REG,VB84NW21,N32.97704 W3.17403,32.97704,3.17403,1660,5/1/2015,April,Messor,0,0,,WT
VB84NW2,REG,VB84NW21,N32.97704 W3.17403,32.97704,3.17403,1660,5/1/2015,April,Other,,3.95541,,WT
VB84NW2,REG,VB84NW21,N32.97704 W3.17403,32.97704,3.17403,1660,5/1/2015,April,Tenebrionidae Diet,3,0.03713,,WT
VB84NW2,REG,VB84NW21,N32.97704 W3.17403,32.97704,3.17403,1660,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW2,REG,VB84NW22,N32.97704 W3.17352,32.97704,3.17352,1659,5/1/2015,April,Messor,1,0.00173,,WT
VB84NW2,REG,VB84NW22,N32.97704 W3.17352,32.97704,3.17352,1659,5/1/2015,April,Other,,4.31126,,WT
VB84NW2,REG,VB84NW22,N32.97704 W3.17352,32.97704,3.17352,1659,5/1/2015,April,Tenebrionidae Diet,7,2.43049,,WT
VB84NW2,REG,VB84NW22,N32.97704 W3.17352,32.97704,3.17352,1659,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW2,REG,VB84NW23,N32.97657 W3.17357,32.97657,3.17357,1657,5/1/2015,April,Messor,0,0,,WT
VB84NW2,REG,VB84NW23,N32.97657 W3.17357,32.97657,3.17357,1657,5/1/2015,April,Other,,2.58786,,WT
VB84NW2,REG,VB84NW23,N32.97657 W3.17357,32.97657,3.17357,1657,5/1/2015,April,Tenebrionidae Diet,3,0.19327,,WT
VB84NW2,REG,VB84NW23,N32.97657 W3.17357,32.97657,3.17357,1657,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW2,REG,VB84NW24,N32.97652 W3.17399,32.97652,3.17399,1659,5/1/2015,April,Messor,0,0,,WT
VB84NW2,REG,VB84NW24,N32.97652 W3.17399,32.97652,3.17399,1659,5/1/2015,April,Other,,1.97466,,WT
VB84NW2,REG,VB84NW24,N32.97652 W3.17399,32.97652,3.17399,1659,5/1/2015,April,Tenebrionidae Diet,11,0.35092,,WT
VB84NW2,REG,VB84NW24,N32.97652 W3.17399,32.97652,3.17399,1659,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW3,REG,VB84NW31,N32.95861 W3.17567,32.95861,3.17567,1732,5/1/2015,April,Messor,0,0,,WT
VB84NW3,REG,VB84NW31,N32.95861 W3.17567,32.95861,3.17567,1732,5/1/2015,April,Other,,0.01886,,WT
VB84NW3,REG,VB84NW31,N32.95861 W3.17567,32.95861,3.17567,1732,5/1/2015,April,Tenebrionidae Diet,4,0.17133,,WT
VB84NW3,REG,VB84NW31,N32.95861 W3.17567,32.95861,3.17567,1732,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW3,REG,VB84NW32,N32.95833 W3.17531,32.95833,3.17531,1730,5/1/2015,April,Messor,3,0.00207,,WT
VB84NW3,REG,VB84NW32,N32.95833 W3.17531,32.95833,3.17531,1730,5/1/2015,April,Other,,0.81026,,WT
VB84NW3,REG,VB84NW32,N32.95833 W3.17531,32.95833,3.17531,1730,5/1/2015,April,Tenebrionidae Diet,1,0.01116,,WT
VB84NW3,REG,VB84NW32,N32.95833 W3.17531,32.95833,3.17531,1730,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW3,REG,VB84NW33,N32.95803 W3.17569,32.95803,3.17569,1729,5/1/2015,April,Messor,0,0,,WT
VB84NW3,REG,VB84NW33,N32.95803 W3.17569,32.95803,3.17569,1729,5/1/2015,April,Other,,0.37942,,WT
VB84NW3,REG,VB84NW33,N32.95803 W3.17569,32.95803,3.17569,1729,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB84NW3,REG,VB84NW33,N32.95803 W3.17569,32.95803,3.17569,1729,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW3,REG,VB84NW34,N32.95832 W3.17605,32.95832,3.17605,1727,5/1/2015,April,Messor,0,0,,WT
VB84NW3,REG,VB84NW34,N32.95832 W3.17605,32.95832,3.17605,1727,5/1/2015,April,Other,,0.9718,,WT
VB84NW3,REG,VB84NW34,N32.95832 W3.17605,32.95832,3.17605,1727,5/1/2015,April,Tenebrionidae Diet,11,0.92198,,WT
VB84NW3,REG,VB84NW34,N32.95832 W3.17605,32.95832,3.17605,1727,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW4,REG,VB84NW41,N32.95232 W3.19749,32.95232,3.19749,1658,5/1/2015,April,Messor,,,Jar disappeared,NWT
VB84NW4,REG,VB84NW41,N32.95232 W3.19749,32.95232,3.19749,1658,5/1/2015,April,Other,,,Jar disappeared,NWT
VB84NW4,REG,VB84NW41,N32.95232 W3.19749,32.95232,3.19749,1658,5/1/2015,April,Tenebrionidae Diet,,,Jar disappeared,NWT
VB84NW4,REG,VB84NW41,N32.95232 W3.19749,32.95232,3.19749,1658,5/1/2015,April,Tenebrionidae Other,,,Jar disappeared,NWT
VB84NW4,REG,VB84NW42,N32.95201 W3.19714,32.95201,3.19714,1658,5/1/2015,April,Messor,,,Jar disappeared,NWT
VB84NW4,REG,VB84NW42,N32.95201 W3.19714,32.95201,3.19714,1658,5/1/2015,April,Other,,,Jar disappeared,NWT
VB84NW4,REG,VB84NW42,N32.95201 W3.19714,32.95201,3.19714,1658,5/1/2015,April,Tenebrionidae Diet,,,Jar disappeared,NWT
VB84NW4,REG,VB84NW42,N32.95201 W3.19714,32.95201,3.19714,1658,5/1/2015,April,Tenebrionidae Other,,,Jar disappeared,NWT
VB84NW4,REG,VB84NW43,N32.95170 W3.19753,32.9517,3.19753,1656,5/1/2015,April,Messor,1,0.00096,,WT
VB84NW4,REG,VB84NW43,N32.95170 W3.19753,32.9517,3.19753,1656,5/1/2015,April,Other,,0.7152,,WT
VB84NW4,REG,VB84NW43,N32.95170 W3.19753,32.9517,3.19753,1656,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB84NW4,REG,VB84NW43,N32.95170 W3.19753,32.9517,3.19753,1656,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW4,REG,VB84NW44,N32.95196 W3.19782,32.95196,3.19782,1656,5/1/2015,April,Messor,3,0.00488,,WT
VB84NW4,REG,VB84NW44,N32.95196 W3.19782,32.95196,3.19782,1656,5/1/2015,April,Other,,0.21993,,WT
VB84NW4,REG,VB84NW44,N32.95196 W3.19782,32.95196,3.19782,1656,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB84NW4,REG,VB84NW44,N32.95196 W3.19782,32.95196,3.19782,1656,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW5,ALF,VB84NW51,N32.96347 W3.19312,32.96347,3.19312,1682,5/1/2015,April,Messor,0,0,,WT
VB84NW5,ALF,VB84NW51,N32.96347 W3.19312,32.96347,3.19312,1682,5/1/2015,April,Other,,0.01088,,WT
VB84NW5,ALF,VB84NW51,N32.96347 W3.19312,32.96347,3.19312,1682,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB84NW5,ALF,VB84NW51,N32.96347 W3.19312,32.96347,3.19312,1682,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW5,ALF,VB84NW52,N32.96342 W3.19273,32.96342,3.19273,1681,5/1/2015,April,Messor,0,0,,WT
VB84NW5,ALF,VB84NW52,N32.96342 W3.19273,32.96342,3.19273,1681,5/1/2015,April,Other,,0.47897,,WT
VB84NW5,ALF,VB84NW52,N32.96342 W3.19273,32.96342,3.19273,1681,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB84NW5,ALF,VB84NW52,N32.96342 W3.19273,32.96342,3.19273,1681,5/1/2015,April,Tenebrionidae Other,1,0.00236,,WT
VB84NW5,ALF,VB84NW53,N32.96297 W3.19284,32.96297,3.19284,1686,5/1/2015,April,Messor,0,0,,WT
VB84NW5,ALF,VB84NW53,N32.96297 W3.19284,32.96297,3.19284,1686,5/1/2015,April,Other,,0.011,,WT
VB84NW5,ALF,VB84NW53,N32.96297 W3.19284,32.96297,3.19284,1686,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB84NW5,ALF,VB84NW53,N32.96297 W3.19284,32.96297,3.19284,1686,5/1/2015,April,Tenebrionidae Other,0,0,,WT
VB84NW5,ALF,VB84NW54,N32.96301 W3.19324,32.96301,3.19324,1686,5/1/2015,April,Messor,0,0,,WT
VB84NW5,ALF,VB84NW54,N32.96301 W3.19324,32.96301,3.19324,1686,5/1/2015,April,Other,,0.02695,,WT
VB84NW5,ALF,VB84NW54,N32.96301 W3.19324,32.96301,3.19324,1686,5/1/2015,April,Tenebrionidae Diet,0,0,,WT
VB84NW5,ALF,VB84NW54,N32.96301 W3.19324,32.96301,3.19324,1686,5/1/2015,April,Tenebrionidae Other,0,0,,WT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,32.91747,4.91167,1509,5/2/2015,April,Messor,0,0,,WT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,32.91747,4.91167,1509,5/2/2015,April,Other,,4.18962,,WT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,32.91747,4.91167,1509,5/2/2015,April,Tenebrionidae Diet,6,0.81912,,WT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,32.91747,4.91167,1509,5/2/2015,April,Tenebrionidae Other,0,0,,WT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,32.91754,4.91112,1524,5/2/2015,April,Messor,0,0,,WT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,32.91754,4.91112,1524,5/2/2015,April,Other,,1.12929,,WT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,32.91754,4.91112,1524,5/2/2015,April,Tenebrionidae Diet,3,1.51968,,WT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,32.91754,4.91112,1524,5/2/2015,April,Tenebrionidae Other,0,0,,WT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,32.91713,4.91102,1525,5/2/2015,April,Messor,0,0,,WT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,32.91713,4.91102,1525,5/2/2015,April,Other,,1.9331,,WT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,32.91713,4.91102,1525,5/2/2015,April,Tenebrionidae Diet,6,0.63927,,WT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,32.91713,4.91102,1525,5/2/2015,April,Tenebrionidae Other,0,0,,WT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,32.91705,4.91159,1525,5/2/2015,April,Messor,1,0.00063,,WT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,32.91705,4.91159,1525,5/2/2015,April,Other,,1.35872,,WT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,32.91705,4.91159,1525,5/2/2015,April,Tenebrionidae Diet,0,0,,WT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,32.91705,4.91159,1525,5/2/2015,April,Tenebrionidae Other,0,0,,WT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,32.91781,4.88501,1517,5/2/2015,April,Messor,0,0,,WT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,32.91781,4.88501,1517,5/2/2015,April,Other,,0.67309,,WT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,32.91781,4.88501,1517,5/2/2015,April,Tenebrionidae Diet,0,0,,WT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,32.91781,4.88501,1517,5/2/2015,April,Tenebrionidae Other,0,0,,WT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,32.91751,4.8846,1520,5/2/2015,April,Messor,0,0,,WT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,32.91751,4.8846,1520,5/2/2015,April,Other,,1.98309,,WT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,32.91751,4.8846,1520,5/2/2015,April,Tenebrionidae Diet,4,1.43743,,WT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,32.91751,4.8846,1520,5/2/2015,April,Tenebrionidae Other,0,0,,WT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,32.91723,4.88494,1515,5/2/2015,April,Messor,2,0.00282,,WT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,32.91723,4.88494,1515,5/2/2015,April,Other,,0.567,,WT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,32.91723,4.88494,1515,5/2/2015,April,Tenebrionidae Diet,0,0,,WT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,32.91723,4.88494,1515,5/2/2015,April,Tenebrionidae Other,0,0,,WT
UB24SW2,REG,UB24SW24,N32.91750 W4.88533,32.9175,4.88533,1511,5/2/2015,April,Messor,0,0,,WT
