Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Houbara_Observation_Station_Name,Houbara_Observation_Station_Latitude,Houbara_Observation_Station_Longitude,Houbara_Number
FAI015,29.846,-7.550,FA015M04+,18/04/2014 06:11:00,29.84621,-7.5505,NULL,NULL,NULL,NULL
FAI030,29.902,-7.458,FA030M21,18/04/2014 06:12:00,29.90191,-7.45835,NULL,NULL,NULL,NULL
FAI029,29.898,-7.485,FA029M21,18/04/2014 06:44:00,29.89844,-7.48538,NULL,NULL,NULL,NULL
FAI020,29.873,-7.550,FA020M04-2,18/04/2014 06:46:00,29.8729,-7.5503,NULL,NULL,NULL,NULL
FAI028,29.901,-7.518,FA028M21,18/04/2014 07:17:00,29.90054,-7.51819,NULL,NULL,NULL,NULL
FAI016,29.847,-7.519,FA016M04+,18/04/2014 07:39:00,29.84708,-7.51878,NULL,NULL,NULL,NULL
FAI027,29.901,-7.549,FA027M21,18/04/2014 07:53:00,29.90063,-7.54947,NULL,NULL,NULL,NULL
FAI011,29.820,-7.550,FA011M04,18/04/2014 08:13:00,29.8196,-7.55041,NULL,NULL,NULL,NULL
FAI037,29.927,-7.487,FA037M04,18/04/2014 17:28:00,29.92714,-7.48679,29M04,29.92601,-7.48605,1
FAI037,29.927,-7.487,FA037M04,18/04/2014 17:28:00,29.92714,-7.48679,28M04,29.92714,-7.48732,2
FAI036,29.927,-7.518,FA036M04,18/04/2014 18:13:00,29.9266,-7.51753,NULL,NULL,NULL,NULL
FAI035,29.927,-7.552,FA035M04+,18/04/2014 18:52:00,29.92737,-7.55191,NULL,NULL,NULL,NULL
FAI008,29.824,-7.645,FA08M21,19/04/2014 06:16:00,29.82435,-7.64454,NULL,NULL,NULL,NULL
FAI043,29.954,-7.516,FA043M04,19/04/2014 06:42:00,29.95363,-7.51581,NULL,NULL,NULL,NULL
FAI012,29.847,-7.646,FA12M21,19/04/2014 06:51:00,29.84697,-7.64609,NULL,NULL,NULL,NULL
FAI044,29.954,-7.486,FA044M04-2,19/04/2014 07:29:00,29.95412,-7.48636,NULL,NULL,NULL,NULL
FAI025,29.900,-7.614,FA025M21,19/04/2014 07:31:00,29.90024,-7.61351,NULL,NULL,NULL,NULL
FAI052,29.981,-7.486,FA052M04,19/04/2014 08:05:00,29.98086,-7.48555,NULL,NULL,NULL,NULL
FAI063,30.005,-7.360,FA063M21,20/04/2014 06:24:00,30.00465,-7.35973,NULL,NULL,NULL,NULL
FAI054,29.979,-7.422,FA054M04+,20/04/2014 06:28:00,29.97877,-7.42235,NULL,NULL,NULL,NULL
FAI053,29.982,-7.453,FA053M04,20/04/2014 07:00:00,29.98174,-7.45267,NULL,NULL,NULL,NULL
FAI068,30.033,-7.394,FA068M21,20/04/2014 07:04:00,30.03343,-7.39354,NULL,NULL,NULL,NULL
FAI059,30.009,-7.485,FA059M04,20/04/2014 07:35:00,30.00874,-7.48545,NULL,NULL,NULL,NULL
FAI062,30.007,-7.392,FA062M21,20/04/2014 07:36:00,30.00669,-7.39165,0093M21,30.00737,-7.39381,1
FAI060,30.008,-7.454,FA060M04,20/04/2014 08:14:00,30.00822,-7.45449,NULL,NULL,NULL,NULL
FAI061,30.006,-7.422,FA061M21,20/04/2014 08:16:00,30.00616,-7.42163,NULL,NULL,NULL,NULL
FAI056,29.982,-7.363,FA056M21,21/04/2014 06:10:00,29.98233,-7.36285,NULL,NULL,NULL,NULL
FAI010,29.818,-7.580,FA010M04,21/04/2014 06:17:00,29.81821,-7.58027,NULL,NULL,NULL,NULL
FAI048,29.955,-7.365,FA048M21,21/04/2014 06:45:00,29.95496,-7.3648,NULL,NULL,NULL,NULL
FAI014,29.849,-7.583,FA014M04+,21/04/2014 07:10:00,29.84913,-7.58306,NULL,NULL,NULL,NULL
FAI047,29.954,-7.391,FA047M21,21/04/2014 07:30:00,29.95369,-7.3907,NULL,NULL,NULL,NULL
FAI013,29.845,-7.609,FA013M04,21/04/2014 08:14:00,29.845,-7.60907,NULL,NULL,NULL,NULL
FAI039,29.925,-7.425,FA039M21,21/04/2014 08:16:00,29.92514,-7.42518,NULL,NULL,NULL,NULL
FAI023,29.873,-7.456,FA023M04-2,22/04/2014 05:47:00,29.87273,-7.45639,NULL,NULL,NULL,NULL
FAI034,29.927,-7.577,FA034M21,22/04/2014 06:12:00,29.92658,-7.57717,NULL,NULL,NULL,NULL
FAI022,29.873,-7.488,FA022M04-2,22/04/2014 06:25:00,29.87337,-7.48797,NULL,NULL,NULL,NULL
FAI026,29.900,-7.578,FA026M21,22/04/2014 06:53:00,29.89954,-7.57785,NULL,NULL,NULL,NULL
FAI021,29.873,-7.519,FA021M04+,22/04/2014 07:00:00,29.87334,-7.51866,NULL,NULL,NULL,NULL
FAI027,29.901,-7.549,FA27M21,22/04/2014 07:32:00,29.90055,-7.5495,NULL,NULL,NULL,NULL
FAI020,29.873,-7.550,FA020M04-3,22/04/2014 07:45:00,29.87291,-7.55026,NULL,NULL,NULL,NULL
FAI035,29.927,-7.552,FA035M21,22/04/2014 08:08:00,29.92731,-7.55196,NULL,NULL,NULL,NULL
FAI031,29.898,-7.425,FA031M04+,22/04/2014 17:16:00,29.89762,-7.42484,NULL,NULL,NULL,NULL
FAI064,30.009,-7.332,FA064M21,22/04/2014 17:18:00,30.00854,-7.33244,NULL,NULL,NULL,NULL
FAI039,29.925,-7.425,FA039M04+,22/04/2014 17:50:00,29.92514,-7.42515,NULL,NULL,NULL,NULL
FAI063,30.005,-7.360,FA63M21,22/04/2014 17:57:00,30.00457,-7.35966,NULL,NULL,NULL,NULL
FAI063,30.005,-7.360,0100M21,22/04/2014 18:19:00,29.99404,-7.35815,NULL,NULL,NULL,NULL
FAI038,29.924,-7.455,FA038M04+,22/04/2014 18:23:00,29.92416,-7.45459,NULL,NULL,NULL,NULL
FAI056,29.982,-7.363,FA56M21,22/04/2014 18:30:00,29.98236,-7.36282,NULL,NULL,NULL,NULL
FAI008,29.824,-7.645,FA008M04,23/04/2014 05:42:00,29.82447,-7.64465,NULL,NULL,NULL,NULL
FAI030,29.902,-7.458,FA30M21+,23/04/2014 06:00:00,29.90195,-7.4584,NULL,NULL,NULL,NULL
FAI012,29.847,-7.646,FA012M04,23/04/2014 06:23:00,29.84701,-7.64618,NULL,NULL,NULL,NULL
FAI030,29.902,-7.458,102M21,23/04/2014 06:24:00,29.90186,-7.46341,NULL,NULL,NULL,NULL
FAI029,29.898,-7.485,FA29M21+,23/04/2014 06:33:00,29.89839,-7.48535,NULL,NULL,NULL,NULL
FAI037,29.927,-7.487,FA37M21,23/04/2014 07:20:00,29.92707,-7.4868,NULL,NULL,NULL,NULL
FAI013,29.845,-7.609,FA013M04+,23/04/2014 07:32:00,29.84518,-7.60926,NULL,NULL,NULL,NULL
FAI010,29.818,-7.580,FA010M04+,23/04/2014 08:08:00,29.81824,-7.58031,NULL,NULL,NULL,NULL
FAI036,29.927,-7.518,FA36M21,23/04/2014 08:15:00,29.92658,-7.51754,NULL,NULL,NULL,NULL
FAI047,29.954,-7.391,FA47M21,23/04/2014 17:08:00,29.95368,-7.39061,NULL,NULL,NULL,NULL
FAI043,29.954,-7.516,FA043M04-3,23/04/2014 17:31:00,29.95371,-7.51585,NULL,NULL,NULL,NULL
FAI048,29.955,-7.365,FA48M21,23/04/2014 17:38:00,29.95491,-7.3648,NULL,NULL,NULL,NULL
FAI044,29.954,-7.486,FA044M04-3,23/04/2014 18:15:00,29.95417,-7.48628,NULL,NULL,NULL,NULL
FAI049,29.954,-7.331,FA49M21,23/04/2014 18:20:00,29.95393,-7.33065,NULL,NULL,NULL,NULL
FAI057,29.978,-7.333,FA057M04-3,24/04/2014 05:55:00,29.97827,-7.33311,NULL,NULL,NULL,NULL
FAI014,29.849,-7.583,FA14M21,24/04/2014 06:04:00,29.84904,-7.58326,NULL,NULL,NULL,NULL
FAI015,29.846,-7.550,FA15M21,24/04/2014 06:36:00,29.84624,-7.55053,NULL,NULL,NULL,NULL
FAI058,29.981,-7.302,FA058M04+,24/04/2014 06:45:00,29.98055,-7.30181,NULL,NULL,NULL,NULL
FAI016,29.847,-7.519,FA16M21,24/04/2014 07:03:00,29.84727,-7.51865,NULL,NULL,NULL,NULL
FAI065,30.003,-7.299,FA065M04+,24/04/2014 07:29:00,30.00305,-7.29919,NULL,NULL,NULL,NULL
FAI011,29.820,-7.550,FA11M21,24/04/2014 07:35:00,29.81954,-7.55044,NULL,NULL,NULL,NULL
FAI070,30.034,-7.299,FA070M04+,24/04/2014 08:05:00,30.03409,-7.29876,NULL,NULL,NULL,NULL
FAI023,29.873,-7.456,FA023M04-3,24/04/2014 17:19:00,29.87281,-7.4564,NULL,NULL,NULL,NULL
FAI045,29.955,-7.454,FA45M21,24/04/2014 17:25:00,29.95546,-7.4543,NULL,NULL,NULL,NULL
FAI022,29.873,-7.488,FA022M04-3,24/04/2014 17:58:00,29.87344,-7.48808,NULL,NULL,NULL,NULL
FAI053,29.982,-7.453,FA053M21+,24/04/2014 18:07:00,29.9818,-7.45257,0106M21,29.97644,-7.44968,1
FAI052,29.981,-7.486,FA52M21,24/04/2014 18:37:00,29.98084,-7.48552,NULL,NULL,NULL,NULL
FAI028,29.901,-7.518,FA028M04,24/04/2014 18:43:00,29.90052,-7.51812,NULL,NULL,NULL,NULL
FAI054,29.979,-7.422,FA054M04-3,25/04/2014 06:16:00,29.97874,-7.42246,NULL,NULL,NULL,NULL
FAI025,29.900,-7.614,FA25M21,25/04/2014 06:20:00,29.90031,-7.61357,NULL,NULL,NULL,NULL
FAI061,30.006,-7.422,FA061M04+,25/04/2014 06:54:00,30.00622,-7.42157,NULL,NULL,NULL,NULL
FAI034,29.927,-7.577,FA34M21,25/04/2014 06:56:00,29.9266,-7.57725,NULL,NULL,NULL,NULL
FAI060,30.008,-7.454,FA060M04-3,25/04/2014 07:38:00,30.00826,-7.45443,NULL,NULL,NULL,NULL
FAI026,29.900,-7.578,FA26M21,25/04/2014 07:38:00,29.89962,-7.57783,NULL,NULL,NULL,NULL
FAI059,30.009,-7.485,FA059M04-3,25/04/2014 08:15:00,30.00865,-7.4855,NULL,NULL,NULL,NULL
FAI016,29.847,-7.519,FA016M04-4,25/04/2014 17:15:00,29.8473,-7.5186,NULL,NULL,NULL,NULL
FAI062,30.007,-7.392,FA62M21,25/04/2014 17:23:00,30.00672,-7.3916,NULL,NULL,NULL,NULL
FAI021,29.873,-7.519,FA021M04-3,25/04/2014 17:51:00,29.87341,-7.51868,NULL,NULL,NULL,NULL
FAI068,30.033,-7.394,FA68M21,25/04/2014 17:54:00,30.03338,-7.39358,NULL,NULL,NULL,NULL
FAI069,30.035,-7.330,FA069M21,25/04/2014 18:29:00,30.03509,-7.33,NULL,NULL,NULL,NULL
FAI048,29.955,-7.365,FA048M04+,26/04/2014 05:58:00,29.95489,-7.36487,NULL,NULL,NULL,NULL
FAI030,29.902,-7.458,FA30 M21,26/04/2014 06:08:00,29.90188,-7.45839,NULL,NULL,NULL,NULL
FAI047,29.954,-7.391,FA047M04+,26/04/2014 06:32:00,29.95364,-7.39062,NULL,NULL,NULL,NULL
FAI056,29.982,-7.363,FA056M04+,26/04/2014 07:18:00,29.98236,-7.36291,NULL,NULL,NULL,NULL
FAI039,29.925,-7.425,FA39 M21,26/04/2014 07:19:00,29.92511,-7.42524,NULL,NULL,NULL,NULL
FAI031,29.898,-7.425,FA31M21,26/04/2014 07:51:00,29.89744,-7.42479,NULL,NULL,NULL,NULL
FAI063,30.005,-7.360,FA063M04+,26/04/2014 07:59:00,30.00454,-7.35961,NULL,NULL,NULL,NULL
FAI029,29.898,-7.485,FA029M03,28/04/2014 05:53:00,29.89836,-7.48539,NULL,NULL,NULL,NULL
FAI028,29.901,-7.518,FA028M03,28/04/2014 06:44:00,29.90051,-7.5181,NULL,NULL,NULL,NULL
FAI036,29.927,-7.518,FA036M03,28/04/2014 07:22:00,29.92656,-7.51754,01M03,29.92586,-7.51422,1
FAI035,29.927,-7.552,FA035M03,28/04/2014 08:01:00,29.92741,-7.55197,NULL,NULL,NULL,NULL
FAI011,29.820,-7.550,FA011M03,28/04/2014 17:28:00,29.81959,-7.55042,NULL,NULL,NULL,NULL
FAI015,29.846,-7.550,FA015M03,28/04/2014 18:02:00,29.84634,-7.55047,NULL,NULL,NULL,NULL
FAI058,29.981,-7.302,FA058M03,29/04/2014 05:46:00,29.98068,-7.30177,NULL,NULL,NULL,NULL
FAI023,29.873,-7.456,FA023M21,29/04/2014 05:55:00,29.87284,-7.45655,NULL,NULL,NULL,NULL
FAI065,30.003,-7.299,FA065M03,29/04/2014 06:25:00,30.00309,-7.29926,NULL,NULL,NULL,NULL
FAI022,29.873,-7.488,FA022M21,29/04/2014 06:36:00,29.87337,-7.48795,NULL,NULL,NULL,NULL
FAI021,29.873,-7.519,FA021M21,29/04/2014 07:10:00,29.87352,-7.5186,NULL,NULL,NULL,NULL
FAI070,30.034,-7.299,FA070M03,29/04/2014 07:15:00,30.03409,-7.29872,NULL,NULL,NULL,NULL
FAI069,30.035,-7.330,FA069M03,29/04/2014 07:47:00,30.03504,-7.33005,NULL,NULL,NULL,NULL
FAI020,29.873,-7.550,FA020M21,29/04/2014 07:48:00,29.87286,-7.55033,NULL,NULL,NULL,NULL
FAI061,30.006,-7.422,FA061M21+,29/04/2014 17:12:00,30.00622,-7.42163,NULL,NULL,NULL,NULL
FAI064,30.009,-7.332,FA064M03,29/04/2014 17:15:00,30.00865,-7.3326,NULL,NULL,NULL,NULL
FAI068,30.033,-7.394,FA068M21+,29/04/2014 17:48:00,30.03337,-7.39357,NULL,NULL,NULL,NULL
FAI057,29.978,-7.333,FA057M03,29/04/2014 17:54:00,29.97815,-7.33307,NULL,NULL,NULL,NULL
FAI062,30.007,-7.392,FA062M21+,29/04/2014 18:20:00,30.00667,-7.39152,NULL,NULL,NULL,NULL
FAI049,29.954,-7.331,FA049M03,29/04/2014 18:39:00,29.95397,-7.33069,05M03,29.95304,-7.33567,1
FAI043,29.954,-7.516,FA043M03,30/04/2014 05:59:00,29.9538,-7.51574,NULL,NULL,NULL,NULL
FAI052,29.981,-7.486,FA052M21+,30/04/2014 06:07:00,29.98087,-7.4856,NULL,NULL,NULL,NULL
FAI059,30.009,-7.485,FA59M21,30/04/2014 06:48:00,30.00875,-7.4855,NULL,NULL,NULL,NULL
FAI044,29.954,-7.486,FA044M03,30/04/2014 07:00:00,29.95433,-7.48632,NULL,NULL,NULL,NULL
FAI060,30.008,-7.454,FA60M21,30/04/2014 07:28:00,30.00823,-7.45448,NULL,NULL,NULL,NULL
FAI045,29.955,-7.454,FA045M03,30/04/2014 07:32:00,29.95539,-7.45426,NULL,NULL,NULL,NULL
FAI013,29.845,-7.609,FA013M03,1/5/2014 5:52,29.84503,-7.60915,NULL,NULL,NULL,NULL
FAI025,29.900,-7.614,FA25M21+,1/5/2014 6:11,29.90026,-7.61345,NULL,NULL,NULL,NULL
FAI014,29.849,-7.583,FA014M03,1/5/2014 6:36,29.84932,-7.58347,NULL,NULL,NULL,NULL
FAI034,29.927,-7.577,FA034M21+,1/5/2014 6:53,29.92663,-7.57727,NULL,NULL,NULL,NULL
FAI010,29.818,-7.580,FA010M03,1/5/2014 7:18,29.81787,-7.58008,NULL,NULL,NULL,NULL
FAI026,29.900,-7.578,FA026M21+,1/5/2014 7:29,29.89954,-7.5778,NULL,NULL,NULL,NULL
FAI027,29.901,-7.549,FA027M21+,1/5/2014 7:58,29.90055,-7.54945,NULL,NULL,NULL,NULL
FAI008,29.824,-7.645,FA08M21+,2/5/2014 6:05,29.82434,-7.64453,NULL,NULL,NULL,NULL
FAI012,29.847,-7.646,FA12M21+,2/5/2014 6:38,29.84704,-7.64603,NULL,NULL,NULL,NULL
FAI037,29.927,-7.487,FA037M03,3/5/2014 5:53,29.92701,-7.48673,NULL,NULL,NULL,NULL
FAI054,29.979,-7.422,FA054M21,3/5/2014 5:55,29.97874,-7.42236,NULL,NULL,NULL,NULL
FAI053,29.982,-7.453,FA053M21-,3/5/2014 6:24,29.98175,-7.45268,NULL,NULL,NULL,NULL
FAI029,29.898,-7.485,FA029M03+,3/5/2014 6:33,29.89831,-7.48537,NULL,NULL,NULL,NULL
FAI060,30.008,-7.454,FA060M21+,3/5/2014 7:02,30.00821,-7.45447,NULL,NULL,NULL,NULL
FAI038,29.924,-7.455,FA038M03,3/5/2014 7:26,29.92408,-7.45454,NULL,NULL,NULL,NULL
FAI061,30.006,-7.422,FA061M21-,3/5/2014 7:34,30.00618,-7.42156,NULL,NULL,NULL,NULL
FAI015,29.846,-7.550,FA015M03-,6/5/2014 5:40,29.84624,-7.55049,NULL,NULL,NULL,NULL
FAI058,29.981,-7.302,FA58M21,6/5/2014 5:41,29.98077,-7.30177,NULL,NULL,NULL,NULL
FAI065,30.003,-7.299,FA65M21,6/5/2014 6:12,30.00294,-7.29941,NULL,NULL,NULL,NULL
FAI020,29.873,-7.550,FA020M03,6/5/2014 6:15,29.87287,-7.55031,NULL,NULL,NULL,NULL
FAI021,29.873,-7.519,FA021M03,6/5/2014 6:50,29.87337,-7.51857,NULL,NULL,NULL,NULL
FAI057,29.978,-7.333,FA057M21,6/5/2014 7:00,29.97837,-7.33311,NULL,NULL,NULL,NULL
FAI016,29.847,-7.519,FA016M03,6/5/2014 7:25,29.8472,-7.51865,NULL,NULL,NULL,NULL
FAI049,29.954,-7.331,FA49M21+,6/5/2014 7:33,29.95381,-7.33071,NULL,NULL,NULL,NULL
FAI030,29.902,-7.458,FA30M21-,6/5/2014 17:05,29.90198,-7.45841,NULL,NULL,NULL,NULL
FAI039,29.925,-7.425,FA039M03,6/5/2014 17:06,29.92541,-7.425,NULL,NULL,NULL,NULL
FAI038,29.924,-7.455,FA038M03-,6/5/2014 17:40,29.9242,-7.45463,NULL,NULL,NULL,NULL
FAI023,29.873,-7.456,FA23M21,6/5/2014 17:46,29.87284,-7.45642,NULL,NULL,NULL,NULL
FAI022,29.873,-7.488,FA22M21,6/5/2014 18:22,29.87346,-7.4879,NULL,NULL,NULL,NULL
FAI031,29.898,-7.425,FA031M03,6/5/2014 18:25,29.89759,-7.42486,NULL,NULL,NULL,NULL
FAI027,29.901,-7.549,FA27M21+,7/5/2014 5:45,29.90065,-7.54941,NULL,NULL,NULL,NULL
FAI070,30.034,-7.299,FA070M03-,7/5/2014 5:49,30.03403,-7.29868,NULL,NULL,NULL,NULL
FAI028,29.901,-7.518,FA28M21+,7/5/2014 6:19,29.90054,-7.5182,NULL,NULL,NULL,NULL
FAI069,30.035,-7.330,FA069M03-,7/5/2014 6:26,30.03498,-7.33001,NULL,NULL,NULL,NULL
FAI036,29.927,-7.518,FA36M21+,7/5/2014 6:50,29.92659,-7.51756,NULL,NULL,NULL,NULL
FAI064,30.009,-7.332,FA064M03-,7/5/2014 7:05,30.00893,-7.33283,NULL,NULL,NULL,NULL
FAI043,29.954,-7.516,FA43M21+,7/5/2014 7:36,29.95351,-7.5158,NULL,NULL,NULL,NULL
FAI063,30.005,-7.360,FA063M03,7/5/2014 7:45,30.00462,-7.35973,NULL,NULL,NULL,NULL
FAI056,29.982,-7.363,FA56M21+,7/5/2014 16:56,29.98234,-7.36285,NULL,NULL,NULL,NULL
FAI037,29.927,-7.487,FA037M03-,7/5/2014 17:14,29.92711,-7.48669,NULL,NULL,NULL,NULL
FAI047,29.954,-7.391,FA47M21+,7/5/2014 17:30,29.95374,-7.39061,NULL,NULL,NULL,NULL
FAI011,29.820,-7.550,FA011M03-,8/5/2014 5:36,29.81965,-7.55039,NULL,NULL,NULL,NULL
FAI059,30.009,-7.485,FA59M21+,8/5/2014 5:44,30.00868,-7.48549,NULL,NULL,NULL,NULL
FAI052,29.981,-7.486,FA52M21+,8/5/2014 6:15,29.98084,-7.48565,NULL,NULL,NULL,NULL
FAI010,29.818,-7.580,FA010M03-,8/5/2014 6:18,29.81825,-7.58021,NULL,NULL,NULL,NULL
FAI044,29.954,-7.486,FA44M21,8/5/2014 6:51,29.9541,-7.48615,NULL,NULL,NULL,NULL
FAI013,29.845,-7.609,FA13M03-,8/5/2014 7:00,29.84514,-7.60934,NULL,NULL,NULL,NULL
FAI045,29.955,-7.454,FA45M21+,8/5/2014 7:27,29.95538,-7.45438,NULL,NULL,NULL,NULL
FAI014,29.849,-7.583,FA014M03-,8/5/2014 7:37,29.84934,-7.58346,NULL,NULL,NULL,NULL
FAI008,29.824,-7.645,FA08M21-,9/5/2014 5:46,29.82439,-7.64458,NULL,NULL,NULL,NULL
FAI025,29.900,-7.614,FA025M03,9/5/2014 5:56,29.90022,-7.61352,NULL,NULL,NULL,NULL
FAI012,29.847,-7.646,FA12M21-,9/5/2014 6:20,29.84699,-7.64608,NULL,NULL,NULL,NULL
FAI034,29.927,-7.577,FA034M03,9/5/2014 6:36,29.92664,-7.57691,NULL,NULL,NULL,NULL
FAI026,29.900,-7.578,FA026M03,9/5/2014 7:17,29.89956,-7.57789,NULL,NULL,NULL,NULL
FAI035,29.927,-7.552,FA35M21,9/5/2014 7:35,29.92745,-7.55194,NULL,NULL,NULL,NULL
FAI062,30.007,-7.392,FA62M21-,9/5/2014 17:09,30.0067,-7.39159,NULL,NULL,NULL,NULL
FAI048,29.955,-7.365,FA048M03,9/5/2014 17:27,29.95492,-7.3648,NULL,NULL,NULL,NULL
FAI068,30.033,-7.394,FA68M21-,9/5/2014 17:41,30.03341,-7.39364,NULL,NULL,NULL,NULL
FAI054,29.979,-7.422,FA54M21,10/5/2014 5:53,29.97876,-7.42239,NULL,NULL,NULL,NULL
FAI053,29.982,-7.453,FA53M21,10/5/2014 6:25,29.98171,-7.45268,NULL,NULL,NULL,NULL
HEA002,33.024,-3.163,HEA02,22/09/2014 07:51:15,33.02378,-3.16331,NULL,NULL,NULL,NULL
HEA044,33.134,-2.906,HE44M04,23/09/2014 05:55:00,33.13438,-2.90617,04M04,33.1474,-2.90296,7
HEA044,33.134,-2.906,HE44M04,23/09/2014 05:55:00,33.13438,-2.90617,HE44A,33.14463,-2.90292,1
HEA035,33.102,-2.943,HE35,23/09/2014 06:00:00,33.10198,-2.94252,NULL,NULL,NULL,NULL
HEA033,33.100,-3.005,HE33,23/09/2014 06:01:00,33.09979,-3.00556,NULL,NULL,NULL,NULL
HEA021,33.073,-3.101,HE21,23/09/2014 06:14:00,33.07314,-3.10106,NULL,NULL,NULL,NULL
HEA036,33.100,-2.906,HE36,23/09/2014 06:41:00,33.10011,-2.90614,NULL,NULL,NULL,NULL
HEA032,33.101,-3.038,HE32,23/09/2014 06:45:00,33.10134,-3.03755,NULL,NULL,NULL,NULL
HEA013,33.047,-3.101,HE13,23/09/2014 06:50:00,33.04731,-3.1011,NULL,NULL,NULL,NULL
HEA043,33.129,-2.938,HE43M04,23/09/2014 06:54:00,33.1293,-2.93821,HE43A,33.13115,-2.94424,1
HEA026,33.074,-2.940,HE26,23/09/2014 07:24:00,33.07419,-2.94011,NULL,NULL,NULL,NULL
HEA031,33.104,-3.068,HE31,23/09/2014 07:25:00,33.10397,-3.06822,NULL,NULL,NULL,NULL
HEA012,33.050,-3.130,HE12,23/09/2014 07:27:00,33.05016,-3.13003,NULL,NULL,NULL,NULL
HEA042,33.125,-2.968,HE42M04,23/09/2014 07:38:00,33.12479,-2.96816,HE42A,33.12089,-2.96861,2
HEA020,33.074,-3.133,HE20,23/09/2014 07:56:00,33.07423,-3.13255,HE20A,33.0764,-3.12454,1
HEA025,33.074,-2.974,HE25,23/09/2014 08:02:00,33.07412,-2.9735,NULL,NULL,NULL,NULL
HEA030,33.105,-3.098,HE30,23/09/2014 08:04:00,33.10478,-3.09797,NULL,NULL,NULL,NULL
HEA034,33.100,-2.973,HE34M04,23/09/2014 08:27:00,33.09979,-2.97267,NULL,NULL,NULL,NULL
HEA022,33.076,-3.065,HE22M04,23/09/2014 15:07:00,33.07586,-3.06538,NULL,NULL,NULL,NULL
HEA010,33.048,-3.202,HE10,23/09/2014 15:10:00,33.04787,-3.20235,NULL,NULL,NULL,NULL
HEA019,33.074,-3.165,HE19,23/09/2014 15:15:00,33.07423,-3.16548,NULL,NULL,NULL,NULL
HEA004,33.022,-3.108,HE04,23/09/2014 15:34:00,33.0224,-3.10844,NULL,NULL,NULL,NULL
HEA011,33.047,-3.161,HE11,23/09/2014 15:45:00,33.04744,-3.16151,NULL,NULL,NULL,NULL
HEA029,33.101,-3.133,HE29,23/09/2014 15:52:00,33.10132,-3.1336,HE29C,33.10367,-3.13874,1
HEA029,33.101,-3.133,HE29,23/09/2014 15:52:00,33.10132,-3.1336,HE29A,33.10668,-3.13282,2
HEA029,33.101,-3.133,HE29,23/09/2014 15:52:00,33.10132,-3.1336,HE29B,33.11167,-3.13252,1
HEA003,33.015,-3.138,HE03,23/09/2014 16:09:00,33.01502,-3.13794,NULL,NULL,NULL,NULL
HEA023,33.075,-3.037,HE23M04,23/09/2014 16:11:00,33.07471,-3.03655,NULL,NULL,NULL,NULL
HEA001,33.025,-3.191,HE01,23/09/2014 16:24:00,33.02473,-3.19092,NULL,NULL,NULL,NULL
HEA028,33.099,-3.167,HE28,23/09/2014 16:38:00,33.0985,-3.16777,NULL,NULL,NULL,NULL
HEA002,33.024,-3.163,HE02,23/09/2014 16:44:00,33.02369,-3.16326,NULL,NULL,NULL,NULL
HEA024,33.074,-3.005,HE24M04,23/09/2014 16:54:00,33.07431,-3.00448,NULL,NULL,NULL,NULL
HEA013,33.047,-3.101,HE13+,24/09/2014 06:17:00,33.0472,-3.10114,HE13A,33.05132,-3.09362,2
HEA024,33.074,-3.005,HE24,24/09/2014 06:19:00,33.0743,-3.00453,NULL,NULL,NULL,NULL
HEA028,33.099,-3.167,HE28,24/09/2014 06:23:00,33.09871,-3.16731,HE28B,33.09303,-3.17809,3
HEA028,33.099,-3.167,HE28,24/09/2014 06:23:00,33.09871,-3.16731,HE28A,33.09919,-3.17999,7
HEA012,33.050,-3.130,HE12,24/09/2014 06:24:00,33.05028,-3.12979,NULL,NULL,NULL,NULL
HEA011,33.047,-3.161,HE11,24/09/2014 06:52:00,33.04745,-3.16147,NULL,NULL,NULL,NULL
HEA004,33.022,-3.108,HE04,24/09/2014 06:56:00,33.02219,-3.10829,HE04A,33.02782,-3.10989,1
HEA023,33.075,-3.037,HE23,24/09/2014 07:02:00,33.07468,-3.03648,NULL,NULL,NULL,NULL
HEA029,33.101,-3.133,HE29,24/09/2014 07:09:00,33.1013,-3.13331,HE29A,33.09498,-3.13105,2
HEA019,33.074,-3.165,HE19,24/09/2014 07:25:00,33.07418,-3.16551,HE19A,33.07984,-3.16183,1
HEA003,33.015,-3.138,HE03,24/09/2014 07:30:00,33.01492,-3.13784,HE03D,33.01079,-3.13579,3
HEA003,33.015,-3.138,HE03,24/09/2014 07:30:00,33.01492,-3.13784,HE03A,33.02368,-3.13585,2
HEA003,33.015,-3.138,HE03,24/09/2014 07:30:00,33.01492,-3.13784,HE03I,33.01415,-3.15734,1
HEA003,33.015,-3.138,HE03,24/09/2014 07:30:00,33.01492,-3.13784,HE03E,33.00532,-3.1348,11
HEA003,33.015,-3.138,HE03,24/09/2014 07:30:00,33.01492,-3.13784,HE03C,33.01175,-3.13279,1
HEA003,33.015,-3.138,HE03,24/09/2014 07:30:00,33.01492,-3.13784,HE03B,33.0277,-3.13076,3
HEA003,33.015,-3.138,HE03,24/09/2014 07:30:00,33.01492,-3.13784,HE03F,33.00555,-3.14293,3
HEA003,33.015,-3.138,HE03,24/09/2014 07:30:00,33.01492,-3.13784,HE03H,33.01507,-3.15186,2
