Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Houbara_Observation_Station_Name,Houbara_Observation_Station_Latitude,Houbara_Observation_Station_Longitude,Houbara_Number
MOU081,33.074,-3.759,MO081,14/12/2013 16:22:00,33.07387,-3.75934,MO081B,33.08229,-3.76179,4
MOU081,33.074,-3.759,MO081,14/12/2013 16:22:00,33.07387,-3.75934,MO081A,33.07679,-3.75944,7
MOU041,32.937,-3.758,MO041,14/12/2013 16:26:00,32.93739,-3.75822,NULL,NULL,NULL,NULL
MOU059,32.992,-3.885,MO059,15/12/2013 06:57:00,32.99164,-3.88512,NULL,NULL,NULL,NULL
MOU057,32.991,-3.951,MO057,15/12/2013 06:59:00,32.99151,-3.95118,MO057A,32.99734,-3.95339,1
MOU085,33.101,-3.824,MO085,15/12/2013 07:19:00,33.10108,-3.8241,NULL,NULL,NULL,NULL
MOU051,32.967,-3.790,MO051,15/12/2013 07:24:00,32.96719,-3.78957,NULL,NULL,NULL,NULL
MOU030,32.909,-3.759,MO030,15/12/2013 07:28:00,32.90944,-3.75889,NULL,NULL,NULL,NULL
MOU046,32.964,-3.951,MO046,15/12/2013 07:37:00,32.96422,-3.951,MO046A,32.97595,-3.94506,5
MOU048,32.965,-3.887,MO048,15/12/2013 07:49:00,32.96508,-3.88712,MO048A,32.95454,-3.88596,7
MOU079,33.074,-3.824,MO079,15/12/2013 07:53:00,33.07379,-3.824,NULL,NULL,NULL,NULL
MOU052,32.966,-3.758,MO052,15/12/2013 07:55:00,32.96574,-3.75808,NULL,NULL,NULL,NULL
MOU031,32.911,-3.727,MO031,15/12/2013 08:01:00,32.91129,-3.72651,MO031A,32.9038,-3.728,1
MOU031,32.911,-3.727,MO031,15/12/2013 08:01:00,32.91129,-3.72651,MO031B,32.91549,-3.72333,2
MOU035,32.937,-3.951,MO035,15/12/2013 08:21:00,32.93747,-3.95134,NULL,NULL,NULL,NULL
MOU073,33.050,-3.823,MO073,15/12/2013 08:28:00,33.04966,-3.82268,NULL,NULL,NULL,NULL
MOU065,32.994,-3.692,MO065,15/12/2013 08:33:00,32.99356,-3.69156,NULL,NULL,NULL,NULL
MOU049,32.964,-3.854,MO049,15/12/2013 08:36:00,32.96442,-3.85442,NULL,NULL,NULL,NULL
MOU043,32.939,-3.694,MO043,15/12/2013 08:45:00,32.93913,-3.69404,MO043A,32.93357,-3.69461,1
MOU024,32.910,-3.951,MO024,15/12/2013 08:50:00,32.91022,-3.95111,NULL,NULL,NULL,NULL
MOU067,33.016,-3.822,MO067,15/12/2013 09:13:00,33.01586,-3.82232,NULL,NULL,NULL,NULL
MOU069,33.020,-3.759,MO069,16/12/2013 07:09:00,33.02011,-3.75869,NULL,NULL,NULL,NULL
MOU081,33.074,-3.759,MO081,16/12/2013 07:10:00,33.07387,-3.75935,MO081A,33.0728,-3.75663,7
MOU086,33.102,-3.790,MO086,16/12/2013 07:13:00,33.10149,-3.7901,NULL,NULL,NULL,NULL
MOU060,32.992,-3.856,MO060-3,16/12/2013 07:15:00,32.99232,-3.85639,NULL,NULL,NULL,NULL
MOU053,32.966,-3.726,MO053,16/12/2013 07:20:00,32.96635,-3.72622,NULL,NULL,NULL,NULL
MOU080,33.074,-3.788,MO080,16/12/2013 07:44:00,33.07374,-3.78834,NULL,NULL,NULL,NULL
MOU070,33.019,-3.727,MO070,16/12/2013 07:45:00,33.0188,-3.72638,MO070A,33.02381,-3.72848,1
MOU061,32.992,-3.824,MO061-3,16/12/2013 07:46:00,32.99242,-3.82351,NULL,NULL,NULL,NULL
MOU082,33.074,-3.730,MO082,16/12/2013 07:57:00,33.07356,-3.72989,NULL,NULL,NULL,NULL
MOU054,32.968,-3.692,MO054,16/12/2013 08:02:00,32.968,-3.69218,NULL,NULL,NULL,NULL
MOU074,33.047,-3.791,MO074,16/12/2013 08:12:00,33.04678,-3.79115,NULL,NULL,NULL,NULL
MOU062,32.992,-3.790,MO062-3,16/12/2013 08:16:00,32.9922,-3.79018,NULL,NULL,NULL,NULL
MOU071,33.020,-3.695,MO071,16/12/2013 08:25:00,33.0206,-3.69515,MO071A,33.01869,-3.70035,1
MOU088,33.102,-3.730,MO088,16/12/2013 08:35:00,33.10149,-3.73026,NULL,NULL,NULL,NULL
MOU055,32.966,-3.662,MO055,16/12/2013 08:35:00,32.96652,-3.6621,NULL,NULL,NULL,NULL
MOU068,33.020,-3.791,MO068,16/12/2013 08:41:00,33.01959,-3.79064,MO068A,33.01347,-3.78645,2
MOU063,32.992,-3.758,MO063-3,16/12/2013 08:47:00,32.99225,-3.75762,NULL,NULL,NULL,NULL
MOU077,33.048,-3.695,MO077-1,16/12/2013 09:02:00,33.0477,-3.69442,MO077-1A,33.05453,-3.69351,2
MOU044,32.939,-3.662,MO044,16/12/2013 09:06:00,32.93955,-3.66184,NULL,NULL,NULL,NULL
MOU092,33.128,-3.727,MO092,16/12/2013 09:14:00,33.12802,-3.72747,NULL,NULL,NULL,NULL
MOU058,32.991,-3.919,MO058-,16/12/2013 14:53:00,32.99143,-3.91862,NULL,NULL,NULL,NULL
MOU091,33.127,-3.760,MO091,16/12/2013 15:06:00,33.12728,-3.76034,NULL,NULL,NULL,NULL
MOU064,32.993,-3.727,MO064,16/12/2013 15:12:00,32.99329,-3.72664,MO064A,32.99557,-3.72136,2
MOU093,33.128,-3.696,MO093,16/12/2013 15:12:00,33.12836,-3.69579,NULL,NULL,NULL,NULL
MOU072,33.019,-3.665,MO072-,16/12/2013 15:24:00,33.01869,-3.66505,NULL,NULL,NULL,NULL
MOU047,32.965,-3.919,MO047-,16/12/2013 15:28:00,32.96475,-3.91878,NULL,NULL,NULL,NULL
MOU095,33.156,-3.760,MO095,16/12/2013 15:38:00,33.15547,-3.75995,NULL,NULL,NULL,NULL
MOU097,33.155,-3.697,MO097,16/12/2013 15:43:00,33.1551,-3.69735,NULL,NULL,NULL,NULL
MOU065,32.994,-3.692,MO065,16/12/2013 15:49:00,32.99356,-3.69152,NULL,NULL,NULL,NULL
MOU036,32.938,-3.918,MO036-,16/12/2013 15:59:00,32.93812,-3.91796,NULL,NULL,NULL,NULL
MOU078,33.047,-3.663,MO078-,16/12/2013 16:02:00,33.04745,-3.6628,NULL,NULL,NULL,NULL
MOU096,33.154,-3.728,MO096,16/12/2013 16:15:00,33.15387,-3.72809,NULL,NULL,NULL,NULL
MOU098,33.156,-3.664,MO098,16/12/2013 16:15:00,33.15552,-3.66369,NULL,NULL,NULL,NULL
MOU084,33.075,-3.663,MO084-,16/12/2013 16:29:00,33.07458,-3.66264,NULL,NULL,NULL,NULL
MOU037,32.936,-3.885,MO037-3,17/12/2013 07:11:00,32.93578,-3.88489,MO037A-3,32.93294,-3.87785,11
MOU002,32.856,-3.947,MO002-,17/12/2013 07:13:00,32.85601,-3.94727,NULL,NULL,NULL,NULL
MOU016,32.886,-3.855,MO016-2,17/12/2013 07:21:00,32.88648,-3.85527,NULL,NULL,NULL,NULL
MOU041,32.937,-3.758,MO041,17/12/2013 07:27:00,32.93736,-3.75829,NULL,NULL,NULL,NULL
MOU003,32.857,-3.917,MO003-,17/12/2013 07:41:00,32.85654,-3.91719,NULL,NULL,NULL,NULL
MOU017,32.883,-3.819,MO017-2,17/12/2013 07:56:00,32.88347,-3.81896,NULL,NULL,NULL,NULL
MOU042,32.939,-3.726,MO042,17/12/2013 07:59:00,32.93881,-3.72599,NULL,NULL,NULL,NULL
MOU038,32.936,-3.856,MO038,17/12/2013 07:59:00,32.93585,-3.85549,NULL,NULL,NULL,NULL
MOU004,32.855,-3.887,MO004,17/12/2013 08:12:00,32.85445,-3.88661,NULL,NULL,NULL,NULL
MOU039,32.937,-3.824,MO039,17/12/2013 08:28:00,32.93689,-3.82435,NULL,NULL,NULL,NULL
MOU018,32.885,-3.789,MO018-2,17/12/2013 08:28:00,32.88454,-3.78923,NULL,NULL,NULL,NULL
MOU043,32.939,-3.694,MO043,17/12/2013 08:38:00,32.93898,-3.69393,NULL,NULL,NULL,NULL
MOU015,32.884,-3.886,MO015,17/12/2013 08:48:00,32.88399,-3.88571,NULL,NULL,NULL,NULL
MOU050,32.966,-3.822,MO050,17/12/2013 09:02:00,32.96619,-3.82218,NULL,NULL,NULL,NULL
MOU029,32.911,-3.790,MO029-2,17/12/2013 09:04:00,32.91134,-3.78997,NULL,NULL,NULL,NULL
MOU026,32.910,-3.886,MO026+,17/12/2013 14:50:00,32.91054,-3.88613,NULL,NULL,NULL,NULL
MOU013,32.883,-3.951,MO013-3,17/12/2013 14:52:00,32.88295,-3.95056,MO013A-3,32.87942,-3.94876,1
MOU031,32.911,-3.727,MO031,17/12/2013 14:57:00,32.91128,-3.72665,MO031A,32.91181,-3.72562,1
MOU083,33.074,-3.694,MO083-2,17/12/2013 15:11:00,33.07373,-3.69366,NULL,NULL,NULL,NULL
MOU027,32.911,-3.853,MO027+,17/12/2013 15:21:00,32.91091,-3.85322,NULL,NULL,NULL,NULL
MOU090,33.102,-3.664,MO090,17/12/2013 15:47:00,33.10176,-3.66384,NULL,NULL,NULL,NULL
MOU014,32.882,-3.914,MO014,17/12/2013 15:48:00,32.88225,-3.9142,NULL,NULL,NULL,NULL
MOU030,32.909,-3.759,MO030,17/12/2013 15:54:00,32.90936,-3.75886,NULL,NULL,NULL,NULL
MOU028,32.911,-3.822,MO028,17/12/2013 16:03:00,32.91072,-3.82154,NULL,NULL,NULL,NULL
MOU094,33.128,-3.664,MO094,17/12/2013 16:21:00,33.12834,-3.6637,NULL,NULL,NULL,NULL
MOU025,32.910,-3.918,MO025-3,17/12/2013 16:23:00,32.91031,-3.91775,NULL,NULL,NULL,NULL
MOU058,32.991,-3.919,MO058,18/12/2013 07:02:00,32.99146,-3.91868,NULL,NULL,NULL,NULL
MOU087,33.101,-3.760,MO087,18/12/2013 07:06:00,33.10095,-3.75976,NULL,NULL,NULL,NULL
MOU048,32.965,-3.887,MO048-,18/12/2013 07:08:00,32.9651,-3.88712,NULL,NULL,NULL,NULL
MOU085,33.101,-3.824,MO085,18/12/2013 07:08:00,33.10106,-3.82418,NULL,NULL,NULL,NULL
MOU049,32.964,-3.854,MO049,18/12/2013 07:38:00,32.96446,-3.85447,NULL,NULL,NULL,NULL
MOU047,32.965,-3.919,MO047,18/12/2013 07:45:00,32.96458,-3.91878,NULL,NULL,NULL,NULL
MOU081,33.074,-3.759,MO081-,18/12/2013 07:51:00,33.07386,-3.75933,MO081D,33.08624,-3.76264,2
MOU081,33.074,-3.759,MO081-,18/12/2013 07:51:00,33.07386,-3.75933,MO081C,33.08348,-3.76419,1
MOU079,33.074,-3.824,MO079,18/12/2013 07:54:00,33.07375,-3.8239,NULL,NULL,NULL,NULL
MOU050,32.966,-3.822,MO050,18/12/2013 08:05:00,32.96615,-3.82222,NULL,NULL,NULL,NULL
MOU073,33.050,-3.823,MO073,18/12/2013 08:23:00,33.04967,-3.82266,NULL,NULL,NULL,NULL
MOU036,32.938,-3.918,MO036,18/12/2013 08:24:00,32.9381,-3.91789,NULL,NULL,NULL,NULL
MOU051,32.967,-3.790,MO051,18/12/2013 08:36:00,32.9672,-3.7895,NULL,NULL,NULL,NULL
MOU075,33.047,-3.760,MO075,18/12/2013 08:37:00,33.04721,-3.75954,MO075A,33.04759,-3.76456,1
MOU075,33.047,-3.760,MO075,18/12/2013 08:37:00,33.04721,-3.75954,MO075B,33.0485,-3.7567,4
MOU075,33.047,-3.760,MO075,18/12/2013 08:37:00,33.04721,-3.75954,MO075C,33.03974,-3.75095,2
MOU025,32.910,-3.918,MO025,18/12/2013 08:54:00,32.91028,-3.91779,NULL,NULL,NULL,NULL
MOU067,33.016,-3.822,MO067,18/12/2013 09:03:00,33.01584,-3.8223,NULL,NULL,NULL,NULL
MOU076,33.048,-3.727,MO076,18/12/2013 09:24:00,33.04755,-3.72698,NULL,NULL,NULL,NULL
MOU082,33.074,-3.730,MO082+,18/12/2013 14:51:00,33.07359,-3.72987,NULL,NULL,NULL,NULL
MOU086,33.102,-3.790,MO086-4,18/12/2013 14:53:00,33.10155,-3.7901,NULL,NULL,NULL,NULL
MOU014,32.882,-3.914,MO014,18/12/2013 15:02:00,32.88212,-3.91416,NULL,NULL,NULL,NULL
MOU055,32.966,-3.662,MO055,18/12/2013 15:11:00,32.96638,-3.66226,MO055A,32.96782,-3.66412,6
MOU055,32.966,-3.662,MO055,18/12/2013 15:11:00,32.96638,-3.66226,MO055B,32.97371,-3.66652,2
MOU080,33.074,-3.788,MO080-4,18/12/2013 15:27:00,33.07378,-3.78827,NULL,NULL,NULL,NULL
MOU088,33.102,-3.730,MO088+,18/12/2013 15:31:00,33.10154,-3.73024,NULL,NULL,NULL,NULL
MOU015,32.884,-3.886,MO015-2,18/12/2013 15:41:00,32.88403,-3.8857,NULL,NULL,NULL,NULL
MOU054,32.968,-3.692,MO054-,18/12/2013 15:48:00,32.96807,-3.69216,NULL,NULL,NULL,NULL
MOU074,33.047,-3.791,MO074-4,18/12/2013 16:00:00,33.04686,-3.79115,NULL,NULL,NULL,NULL
MOU092,33.128,-3.727,MO092,18/12/2013 16:07:00,33.12803,-3.72741,NULL,NULL,NULL,NULL
MOU004,32.855,-3.887,MO004-2,18/12/2013 16:15:00,32.85455,-3.8866,NULL,NULL,NULL,NULL
MOU053,32.966,-3.726,MO053-,18/12/2013 16:20:00,32.96627,-3.72629,MO053-A,32.96132,-3.72633,2
MOU052,32.966,-3.758,MO052,18/12/2013 16:49:00,32.96579,-3.75799,NULL,NULL,NULL,NULL
MOU057,32.991,-3.951,MO057-,19/12/2013 07:02:00,32.99148,-3.95119,NULL,NULL,NULL,NULL
MOU067,33.016,-3.822,MO067,19/12/2013 07:08:00,33.01591,-3.82236,NULL,NULL,NULL,NULL
MOU077,33.048,-3.695,MO077,19/12/2013 07:13:00,33.04757,-3.69463,NULL,NULL,NULL,NULL
MOU095,33.156,-3.760,MO095-4,19/12/2013 07:18:00,33.15551,-3.75988,NULL,NULL,NULL,NULL
MOU065,32.994,-3.692,MO065-4,19/12/2013 07:33:00,32.99351,-3.69153,NULL,NULL,NULL,NULL
MOU046,32.964,-3.951,MO046+,19/12/2013 07:42:00,32.96411,-3.95103,MO046A,32.96963,-3.95107,3
MOU046,32.964,-3.951,MO046+,19/12/2013 07:42:00,32.96411,-3.95103,MO046B,32.97678,-3.95024,1
MOU078,33.047,-3.663,MO078+,19/12/2013 07:44:00,33.04745,-3.66285,NULL,NULL,NULL,NULL
MOU068,33.020,-3.791,MO068,19/12/2013 07:45:00,33.01977,-3.79059,NULL,NULL,NULL,NULL
MOU096,33.154,-3.728,MO096-4,19/12/2013 07:56:00,33.15396,-3.7281,NULL,NULL,NULL,NULL
MOU071,33.020,-3.695,MO071,19/12/2013 08:05:00,33.02037,-3.69458,NULL,NULL,NULL,NULL
MOU069,33.020,-3.759,MO069-1,19/12/2013 08:18:00,33.0201,-3.75873,MO069-1A,33.02591,-3.75752,10
MOU084,33.075,-3.663,MO084+,19/12/2013 08:18:00,33.07455,-3.6626,NULL,NULL,NULL,NULL
MOU035,32.937,-3.951,MO035+,19/12/2013 08:22:00,32.93745,-3.95128,NULL,NULL,NULL,NULL
MOU097,33.155,-3.697,MO097,19/12/2013 08:26:00,33.1551,-3.69736,NULL,NULL,NULL,NULL
MOU072,33.019,-3.665,MO072,19/12/2013 08:36:00,33.01864,-3.66505,MO072-A,33.01605,-3.6715,7
MOU083,33.074,-3.694,MO083,19/12/2013 08:46:00,33.07374,-3.69367,NULL,NULL,NULL,NULL
MOU024,32.910,-3.951,MO024+,19/12/2013 08:53:00,32.91015,-3.9509,MO024F,32.8998,-3.95581,1
MOU024,32.910,-3.951,MO024+,19/12/2013 08:53:00,32.91015,-3.9509,MO024G,32.89629,-3.95978,2
MOU024,32.910,-3.951,MO024+,19/12/2013 08:53:00,32.91015,-3.9509,MO024D,32.90427,-3.95526,1
MOU024,32.910,-3.951,MO024+,19/12/2013 08:53:00,32.91015,-3.9509,MO024E,32.90074,-3.96015,2
MOU093,33.128,-3.696,MO093-4,19/12/2013 08:55:00,33.12841,-3.69589,NULL,NULL,NULL,NULL
MOU070,33.019,-3.727,MO070-1,19/12/2013 09:06:00,33.01882,-3.72636,NULL,NULL,NULL,NULL
MOU066,32.993,-3.663,MO066-4,19/12/2013 09:28:00,32.99334,-3.66271,NULL,NULL,NULL,NULL
MOU091,33.127,-3.760,MO091-4,19/12/2013 14:40:00,33.12742,-3.76041,NULL,NULL,NULL,NULL
MOU090,33.102,-3.664,MO090+,19/12/2013 14:48:00,33.10179,-3.66397,NULL,NULL,NULL,NULL
MOU038,32.936,-3.856,MO038,19/12/2013 14:49:00,32.93577,-3.85555,NULL,NULL,NULL,NULL
MOU085,33.101,-3.824,MO085,19/12/2013 14:59:00,33.1011,-3.82415,NULL,NULL,NULL,NULL
MOU031,32.911,-3.727,MO031,19/12/2013 15:14:00,32.91127,-3.72662,NULL,NULL,NULL,NULL
MOU094,33.128,-3.664,MO094,19/12/2013 15:18:00,33.12837,-3.6637,NULL,NULL,NULL,NULL
MOU087,33.101,-3.760,MO087,19/12/2013 15:31:00,33.101,-3.75968,NULL,NULL,NULL,NULL
MOU079,33.074,-3.824,MO079,19/12/2013 15:34:00,33.0738,-3.82392,NULL,NULL,NULL,NULL
MOU039,32.937,-3.824,MO039,19/12/2013 15:40:00,32.93686,-3.82436,NULL,NULL,NULL,NULL
MOU098,33.156,-3.664,MO098,19/12/2013 15:47:00,33.15556,-3.66363,NULL,NULL,NULL,NULL
MOU030,32.909,-3.759,MO030,19/12/2013 15:56:00,32.90931,-3.75881,NULL,NULL,NULL,NULL
MOU075,33.047,-3.760,MO075-4,19/12/2013 16:04:00,33.04726,-3.75959,NULL,NULL,NULL,NULL
MOU073,33.050,-3.823,MO073,19/12/2013 16:08:00,33.04972,-3.82263,NULL,NULL,NULL,NULL
MOU041,32.937,-3.758,MO041-4,19/12/2013 16:27:00,32.93725,-3.75825,NULL,NULL,NULL,NULL
MOU059,32.992,-3.885,MO059+,20/12/2013 07:21:00,32.99166,-3.88511,NULL,NULL,NULL,NULL
MOU076,33.048,-3.727,MO076,20/12/2013 07:27:00,33.04749,-3.72703,NULL,NULL,NULL,NULL
MOU037,32.936,-3.885,MO037-4,20/12/2013 07:34:00,32.93587,-3.88486,MO037A-4,32.94122,-3.8825,7
MOU037,32.936,-3.885,MO037-4,20/12/2013 07:34:00,32.93587,-3.88486,MO037-4B,32.93418,-3.8789,5
MOU028,32.911,-3.822,MO028-1,20/12/2013 07:53:00,32.91076,-3.82221,NULL,NULL,NULL,NULL
MOU013,32.883,-3.951,MO013-4,20/12/2013 14:56:00,32.88292,-3.95053,MO013-4A,32.88305,-3.95157,8
MOU060,32.992,-3.856,MO060,20/12/2013 15:07:00,32.99233,-3.85633,NULL,NULL,NULL,NULL
MOU017,32.883,-3.819,MO017-1,20/12/2013 15:08:00,32.88343,-3.81875,NULL,NULL,NULL,NULL
MOU042,32.939,-3.726,MO042,20/12/2013 15:12:00,32.9389,-3.72613,NULL,NULL,NULL,NULL
MOU002,32.856,-3.947,MO002-4,20/12/2013 15:37:00,32.85603,-3.94736,NULL,NULL,NULL,NULL
MOU043,32.939,-3.694,MO043-,20/12/2013 15:42:00,32.93897,-3.69406,NULL,NULL,NULL,NULL
MOU018,32.885,-3.789,MO018-1,20/12/2013 15:44:00,32.88448,-3.78918,NULL,NULL,NULL,NULL
MOU061,32.992,-3.824,MO061,20/12/2013 15:44:00,32.99239,-3.82351,NULL,NULL,NULL,NULL
MOU003,32.857,-3.917,MO003,20/12/2013 16:09:00,32.85676,-3.91706,MO03A,32.84993,-3.90982,3
MOU029,32.911,-3.790,MO029-1,20/12/2013 16:17:00,32.91121,-3.79001,NULL,NULL,NULL,NULL
MOU044,32.939,-3.662,MO044,20/12/2013 16:30:00,32.93957,-3.66179,NULL,NULL,NULL,NULL
MOU064,32.993,-3.727,MO064,21/12/2013 07:21:00,32.99325,-3.72664,MO064B,32.99047,-3.7302,1
MOU064,32.993,-3.727,MO064,21/12/2013 07:21:00,32.99325,-3.72664,MO064A,32.99632,-3.72982,1
MOU026,32.910,-3.886,MO026,21/12/2013 07:21:00,32.91044,-3.88617,NULL,NULL,NULL,NULL
MOU063,32.992,-3.758,MO063,21/12/2013 07:59:00,32.99218,-3.75769,NULL,NULL,NULL,NULL
MOU027,32.911,-3.853,MO027,21/12/2013 08:02:00,32.91075,-3.85323,NULL,NULL,NULL,NULL
MOU062,32.992,-3.790,MO062,21/12/2013 08:29:00,32.99225,-3.79021,NULL,NULL,NULL,NULL
MOU016,32.886,-3.855,MO016,21/12/2013 08:40:00,32.88648,-3.85534,NULL,NULL,NULL,NULL
FAI048,29.955,-7.365,FA048M04,11/4/2014 16:39,29.95493,-7.36483,NULL,NULL,NULL,NULL
FAI047,29.954,-7.391,FA047M04,11/4/2014 17:28,29.95368,-7.39064,NULL,NULL,NULL,NULL
FAI039,29.925,-7.425,FA039M04,11/4/2014 18:26,29.92513,-7.42512,NULL,NULL,NULL,NULL
FAI049,29.954,-7.331,FA049M04,12/4/2014 6:01,29.95383,-7.3307,NULL,NULL,NULL,NULL
FAI057,29.978,-7.333,FA057M04,12/4/2014 6:50,29.97826,-7.33304,NULL,NULL,NULL,NULL
FAI064,30.009,-7.332,FA064M04,12/4/2014 7:37,30.00857,-7.33242,NULL,NULL,NULL,NULL
FAI069,30.035,-7.330,FA069M04,12/4/2014 8:22,30.03503,-7.33001,NULL,NULL,NULL,NULL
FAI058,29.981,-7.302,FA058M04,12/4/2014 17:11,29.98084,-7.30176,NULL,NULL,NULL,NULL
FAI065,30.003,-7.299,FA065M04,12/4/2014 17:47,30.00307,-7.29926,NULL,NULL,NULL,NULL
FAI070,30.034,-7.299,FA070M04,12/4/2014 18:18,30.03412,-7.29878,NULL,NULL,NULL,NULL
FAI031,29.898,-7.425,FA031M04,14/04/2014 06:11:00,29.89756,-7.42485,NULL,NULL,NULL,NULL
FAI038,29.924,-7.455,FA038M04,14/04/2014 07:18:00,29.92403,-7.45461,NULL,NULL,NULL,NULL
FAI045,29.955,-7.454,FA045M04,14/04/2014 07:50:00,29.95549,-7.45426,NULL,NULL,NULL,NULL
FAI044,29.954,-7.486,FA044M04,14/04/2014 08:29:00,29.95414,-7.48638,NULL,NULL,NULL,NULL
FAI056,29.982,-7.363,FA056M04,14/04/2014 17:25:00,29.98236,-7.36282,NULL,NULL,NULL,NULL
FAI028,29.901,-7.518,FA28M21,14/04/2014 17:29:00,29.90059,-7.51818,NULL,NULL,NULL,NULL
FAI029,29.898,-7.485,FA29M21,14/04/2014 18:00:00,29.89851,-7.48536,NULL,NULL,NULL,NULL
FAI030,29.902,-7.458,FA30M21,14/04/2014 18:31:00,29.90203,-7.45845,NULL,NULL,NULL,NULL
FAI063,30.005,-7.360,FA063M04,14/04/2014 18:33:00,30.00467,-7.35975,NULL,NULL,NULL,NULL
FAI053,29.982,-7.453,FA053M21,15/04/2014 06:20:00,29.98173,-7.45267,NULL,NULL,NULL,NULL
FAI054,29.979,-7.422,FA054M04,15/04/2014 06:33:00,29.97872,-7.42246,NULL,NULL,NULL,NULL
FAI052,29.981,-7.486,FA052M21,15/04/2014 06:51:00,29.98082,-7.4856,NULL,NULL,NULL,NULL
FAI061,30.006,-7.422,FA061M04,15/04/2014 07:19:00,30.00612,-7.42143,NULL,NULL,NULL,NULL
FAI059,30.009,-7.485,FA059M21,15/04/2014 07:33:00,30.00878,-7.4855,NULL,NULL,NULL,NULL
FAI062,30.007,-7.392,FA062M04,15/04/2014 07:51:00,30.00662,-7.39164,NULL,NULL,NULL,NULL
FAI060,30.008,-7.454,FA060M21,15/04/2014 08:16:00,30.00823,-7.4546,NULL,NULL,NULL,NULL
FAI068,30.033,-7.394,FA068M04,15/04/2014 08:25:00,30.03337,-7.3935,NULL,NULL,NULL,NULL
FAI014,29.849,-7.583,FA014M04,15/04/2014 17:19:00,29.84917,-7.58303,NULL,NULL,NULL,NULL
FAI013,29.845,-7.609,FA013M21,15/04/2014 17:22:00,29.84519,-7.60933,NULL,NULL,NULL,NULL
FAI010,29.818,-7.580,FA010M21,15/04/2014 17:58:00,29.81819,-7.58025,NULL,NULL,NULL,NULL
FAI015,29.846,-7.550,FA015M04,15/04/2014 18:03:00,29.84627,-7.55045,NULL,NULL,NULL,NULL
FAI011,29.820,-7.550,FA011M21,15/04/2014 18:31:00,29.8196,-7.55031,NULL,NULL,NULL,NULL
FAI020,29.873,-7.550,FA020M04,15/04/2014 18:45:00,29.87294,-7.5504,NULL,NULL,NULL,NULL
FAI016,29.847,-7.519,FA016M04,16/04/2014 06:06:00,29.84726,-7.51858,NULL,NULL,NULL,NULL
FAI037,29.927,-7.487,FA037M21,16/04/2014 06:24:00,29.92711,-7.48678,NULL,NULL,NULL,NULL
FAI021,29.873,-7.519,FA021M04,16/04/2014 06:53:00,29.87336,-7.51872,18M04,29.88249,-7.51595,1
FAI036,29.927,-7.518,FA036M21,16/04/2014 07:10:00,29.92659,-7.51758,NULL,NULL,NULL,NULL
FAI022,29.873,-7.488,FA022M04,16/04/2014 07:45:00,29.87324,-7.48818,21M04,29.88186,-7.48936,1
FAI043,29.954,-7.516,FA043M21,16/04/2014 07:52:00,29.95361,-7.51583,NULL,NULL,NULL,NULL
FAI023,29.873,-7.456,FA023M04,16/04/2014 08:37:00,29.87271,-7.4564,NULL,NULL,NULL,NULL
FAI008,29.824,-7.645,FA008M21,16/04/2014 17:31:00,29.82442,-7.64454,NULL,NULL,NULL,NULL
FAI027,29.901,-7.549,FA027M04,16/04/2014 17:32:00,29.90061,-7.5494,NULL,NULL,NULL,NULL
FAI012,29.847,-7.646,FA012M21,16/04/2014 18:07:00,29.8471,-7.6461,NULL,NULL,NULL,NULL
FAI026,29.900,-7.578,FA026M04,16/04/2014 18:08:00,29.89965,-7.57771,NULL,NULL,NULL,NULL
FAI049,29.954,-7.331,FA049M21,17/04/2014 06:08:00,29.95377,-7.33072,NULL,NULL,NULL,NULL
FAI035,29.927,-7.552,FA035M04,17/04/2014 06:23:00,29.92745,-7.552,NULL,NULL,NULL,NULL
FAI058,29.981,-7.302,FA058M21,17/04/2014 06:43:00,29.98076,-7.30177,NULL,NULL,NULL,NULL
FAI034,29.927,-7.577,FA034M04,17/04/2014 07:05:00,29.92665,-7.57724,NULL,NULL,NULL,NULL
FAI065,30.003,-7.299,FA065M21,17/04/2014 07:14:00,30.00313,-7.29929,NULL,NULL,NULL,NULL
FAI025,29.900,-7.614,FA025M04,17/04/2014 07:46:00,29.90022,-7.61355,NULL,NULL,NULL,NULL
FAI070,30.034,-7.299,FA70M21,17/04/2014 07:49:00,30.03413,-7.29876,NULL,NULL,NULL,NULL
FAI031,29.898,-7.425,FA031M21,17/04/2014 17:22:00,29.89752,-7.42482,NULL,NULL,NULL,NULL
FAI057,29.978,-7.333,FA057M04+,17/04/2014 17:29:00,29.97826,-7.33301,NULL,NULL,NULL,NULL
FAI038,29.924,-7.455,FA038M21,17/04/2014 17:57:00,29.92417,-7.45453,NULL,NULL,NULL,NULL
FAI064,30.009,-7.332,FA064M04+,17/04/2014 18:05:00,30.00854,-7.33227,NULL,NULL,NULL,NULL
FAI045,29.955,-7.454,FA045M21,17/04/2014 18:33:00,29.9555,-7.45434,NULL,NULL,NULL,NULL
FAI069,30.035,-7.330,FA069M04+,17/04/2014 18:41:00,30.03504,-7.33004,NULL,NULL,NULL,NULL
FAI045,29.955,-7.454,0090M21,17/04/2014 18:49:00,29.95829,-7.46103,NULL,NULL,NULL,NULL
